minor_gid;major_id;minor_id;minor_name;registered_voters;votes
1993;71;39;Druskininkų;965;716
1994;71;40;Druskininkų;491;406
1995;106;1;Antalieptės;732;520
1996;106;2;Antazavės;598;467
1997;106;3;Šniukštų;389;247
1998;106;4;Baibių;542;358
1999;106;5;Degučių;415;294
2000;106;6;Avilių;368;269
2001;106;7;Imbrado;589;393
2002;106;8;Biržūnų;310;210
2003;106;9;Salako;825;635
2004;106;10;Samanių;303;221
2005;106;11;Suvieko;473;287
2006;106;12;Dimitriškių;430;300
2007;106;13;Sarokiškio;545;298
2008;106;14;Šaulių;351;199
2009;106;15;Štadvilių;614;318
2010;106;16;Kimbartiškės;446;228
2011;106;17;Smalvų;254;208
2012;106;18;Turmanto;736;493
2013;106;19;Dusetų;1286;1006
2014;106;20;Sadūnų;306;256
2015;106;21;Užtiltės;1348;1048
2016;106;22;Zarasų rytų;2842;2239
2017;106;23;Zarasų vakarų;1897;1357
2018;106;24;Apylinkė Nr. 24;1903;1378
2019;106;28;Visagino 1-Ji;2138;801
2020;106;29;Visagino 2-Ji;1141;284
2021;106;30;Visagino 3-Ji;1773;887
2022;106;31;Visagino 4-Ji;1891;730
2023;106;32;Visagino 5-Ji;2750;1153
2024;106;33;Visagino 6-Ji;2089;884
2025;106;34;Visagino 7-Ji;1605;814
2026;106;35;Visagino 8-Ji;1990;770
2027;106;36;Visagino 9-Ji;2199;1056
2028;123;1;Vytauto;1052;734
2029;123;2;Gedimino;1822;1362
2030;123;3;Girelės;2306;1638
2031;123;4;Lomenos;2290;1708
2032;123;5;Kruonio;1217;653
2033;123;6;Kalvių;702;333
2034;123;7;Vilūnų;574;350
2035;123;8;Darsūniškio;592;460
